tweet, time
Cloud Paint: seamless; mistake-proof cheek color that looks like your skin made it ✨. Coco (pictured) wears Haze.… https://t.co/Y79zL5Ap9T,Tue Mar 07 14:30:34 +0000 2017
Lilah wears Cloud Paint in Haze. Try applying it in a C-shape around the eye area ☝️https://t.co/dEGtGduAg3 https://t.co/UguiS0Awb5,Mon Mar 06 23:00:22 +0000 2017
@_sophiapollock Sorry to see that! Please DM us the order number and we'll send a fresh replacement.,Mon Mar 06 22:47:03 +0000 2017
@shivvygbeauty Check out the product page on https://t.co/lJPHYSrKkl to see all four shades in action :),Mon Mar 06 21:39:10 +0000 2017
@shivvygbeauty It depends on the look you're going for!,Mon Mar 06 21:39:04 +0000 2017
Cloud Paint: for when you want to pretend you went to yoga and ate a banana (but actually ate Goldfish while watching HBO),Mon Mar 06 21:14:46 +0000 2017
RT @OhHeyTracyy: @mermaidensblog @glossier ive been obsessing over beam but all of them look so good!  &lt;3 been using then every day since i…,Mon Mar 06 18:37:42 +0000 2017
@sofhoney her Instagram handle is @lilahsummer,Mon Mar 06 18:36:48 +0000 2017
@sheby We're working on it–thanks for your patience!,Mon Mar 06 15:26:21 +0000 2017
@orionlwt Email rep.program@glossier.com :),Mon Mar 06 15:25:14 +0000 2017
@beccaandworld @radiyaj same–use on cheeks only!,Mon Mar 06 15:21:46 +0000 2017
@alexandradonlin Hey Alex–the winner was announced last week!,Mon Mar 06 15:20:08 +0000 2017
RT @deborahatcppc: OK; it's official: @glossier's #boybrow is the the best thing to happen to my brows ever.,Mon Mar 06 14:51:05 +0000 2017
Cloud Paint in Haze—a berry shade that looks like the perfect post-workout flush (minus the workout).… https://t.co/ANIztpoBpo,Mon Mar 06 00:45:01 +0000 2017
Mekdes wears Cloud Paint in Beam. A perfect coral-peach for that fresh from Pilates flush 🍑 https://t.co/dEGtGduAg3 https://t.co/2drIy93C3o,Sun Mar 05 20:35:05 +0000 2017
@youcrow Each of our Phase 1 Sets comes with a 'Skin Is In' tote :),Sun Mar 05 19:23:16 +0000 2017
@deirdrealstont So sorry about that! Our team just followed up with you via email.,Sun Mar 05 16:48:33 +0000 2017
✨☁️  Cloud Paint ☁️✨ https://t.co/dEGtGduAg3 https://t.co/IKxOtS9syO,Sun Mar 05 00:30:01 +0000 2017
@_nanauy We're so sorry about this! Can you please DM over your order #?,Sat Mar 04 18:05:30 +0000 2017
@radiyaj We don't recommend using Cloud Paint on your lips,Sat Mar 04 18:03:27 +0000 2017
@_nanauy gTEAM will get back to you ASAP,Sat Mar 04 18:02:57 +0000 2017
@Sazclose Unfortunately; we don't have a store in LA–sorry about that!,Sat Mar 04 18:02:19 +0000 2017
@CzariDy Just DM'd you :),Sat Mar 04 18:01:44 +0000 2017
Lilah wears Cloud Paint in Dusk; a brownish nude. Try blending it into the hollows of your cheeks for definition.… https://t.co/mWA7Rk0eow,Sat Mar 04 16:00:03 +0000 2017
Coco wears Cloud Paint in Puff; a cool pink. It looks really fresh right on the apples of the cheeks 🍓… https://t.co/a0uwUuGw3k,Sat Mar 04 03:30:00 +0000 2017
On the office Cloud Paint mood board: NYC sunsets; flower ceilings; Bob Ross; and lots of light ✨,Fri Mar 03 21:36:00 +0000 2017
@prajaktadamle DM us your email and we'll look into it 💕,Fri Mar 03 18:14:49 +0000 2017
@lrnshwslls sunscreen is in the works ;),Fri Mar 03 16:03:42 +0000 2017
@msshreyasen Hey Shreya! DM us your email address and we can look into it.,Fri Mar 03 16:03:19 +0000 2017
@gwenpoolstan gTEAM will get back to you shortly today–DM us if you need anything else.,Fri Mar 03 16:01:09 +0000 2017
@thelittlestoliv It depends on the look you’re going for. Check out our Instagram Story to see all four shades in action :),Thu Mar 02 21:23:24 +0000 2017
RT @IntoTheGloss: .@Glossier's Cloud Paint is finally here! https://t.co/e8U0ZYw7lZ https://t.co/1pVzIFUCVZ,Thu Mar 02 19:45:16 +0000 2017
RT @akclarke_: .@glossier shows up in my insta feed; I black out; five minutes later I've ordered a serum &amp; #cloudpaint in 2 colors. It's n…,Thu Mar 02 13:58:36 +0000 2017
RT @gracegracee: 💕☁️Woke up. Listened to @solangeknowles &amp; ordered @glossier's cloud paint. Gna be a good day💕☁️,Thu Mar 02 13:58:33 +0000 2017
@tessarutter Available now on https://t.co/lJPHYSrKkl ;),Thu Mar 02 13:26:42 +0000 2017
The Joy Of Blushing 🎥 https://t.co/dEGtGduAg3 https://t.co/xluOrZqBDU,Thu Mar 02 13:25:34 +0000 2017
Great 💫 things 💫 are 💫 happening 💫 tomorrow 💫,Wed Mar 01 23:31:17 +0000 2017
@alexisherself Absolutely–so sorry that happened. DM us if you need anything else.,Wed Mar 01 22:35:58 +0000 2017
@datnatnat Yes 🐰,Wed Mar 01 22:34:14 +0000 2017
@mmcatz All will be revealed tomorrow!,Wed Mar 01 22:32:44 +0000 2017
Ready for tomorrow.  https://t.co/qXgSscJMjg https://t.co/bfnNCOZcK1,Wed Mar 01 19:09:29 +0000 2017
RT @JenaFranco: The milky jelly cleanser from @glossier is the best thing I've ever purchased in my entire life! It's seriously magic ✨⚡️,Wed Mar 01 15:21:34 +0000 2017
RT @c8quinn: Never 💜'd a product as much as @glossier boy brow. Figured it was overrated when I ordered it the 1st time but here we are 3 r…,Wed Mar 01 15:21:21 +0000 2017
@FlawedVivi not at this time :),Wed Mar 01 15:17:26 +0000 2017
RT @emlychill: @glossier Boy Brow just saved my morning routine 🙌🏻🙌🏻🙌🏻,Wed Mar 01 15:16:18 +0000 2017
@sarachdhry It's our dream to bring Glossier worldwide–we'll keep you posted.,Tue Feb 28 23:24:08 +0000 2017
@theolivepursuit We're working on it–stay tuned :),Tue Feb 28 23:19:51 +0000 2017
@_SarahHok DM us your order # and we'll look into it–thanks!,Tue Feb 28 19:23:14 +0000 2017
@LSACX DM us and we'll help you pick a shade for your friend :),Tue Feb 28 18:44:01 +0000 2017
@ifbywhiskey DM us the order number! &lt;3,Tue Feb 28 18:41:44 +0000 2017
@amenpenis Hey! We're not affiliated with any third-party shippers; but some customers do use them :),Tue Feb 28 16:59:21 +0000 2017
@jassssmarie_ just dew it ;),Tue Feb 28 15:02:44 +0000 2017
@lux_says Hey–credit is only valid on https://t.co/lJPHYSrKkl :),Tue Feb 28 14:59:21 +0000 2017
@Nobleplebian You look good 💕,Tue Feb 28 14:52:49 +0000 2017
@tiffanyytao DM us with your email address and we'll look into it for you.,Tue Feb 28 14:50:35 +0000 2017
@chunghaneul Sign up here: https://t.co/tuMPKbwQtw–we’ll send you all the details first!,Mon Feb 27 23:17:28 +0000 2017
🔜☁️️☁️️☁️️,Mon Feb 27 22:42:27 +0000 2017
RT @JESSmad11: .@chrissyteigen wore @glossier's cloud paint to the Oscars and now all I want to do is own cloud paint and wear it on my ski…,Mon Feb 27 19:29:31 +0000 2017
@maej43 We'll keep you posted!,Mon Feb 27 19:13:51 +0000 2017
@czgoldstein It's our dream to bring Glossier worldwide–we'll keep you posted.,Mon Feb 27 19:12:02 +0000 2017
@radiyaj Please DM us your order number and we'll look into it.,Mon Feb 27 19:11:35 +0000 2017
@czgoldstein We're working on it! 💫,Mon Feb 27 19:09:28 +0000 2017
@jominguez Hey Joanna! Stay tuned this week ;),Mon Feb 27 19:08:51 +0000 2017
@clitmermaidsumr Hey there–DM us so we can help!,Mon Feb 27 15:20:27 +0000 2017
@cristianecr_ Any cleanser or makeup remover will be able to remove Gen G ;),Mon Feb 27 15:19:13 +0000 2017
@FlawedVivi The winner will be contacted via email today!,Mon Feb 27 15:11:04 +0000 2017
@seoulcialite David!! &lt;3,Mon Feb 27 13:35:33 +0000 2017
Generation G in Cake + Leo ! https://t.co/hiotWSIGpU,Mon Feb 27 13:35:11 +0000 2017
@nicole_mcquil thank you! -Eva,Mon Feb 27 13:34:00 +0000 2017
RT @theurbantea: I'm so ready @glossier cloud paint! Let's go.,Mon Feb 27 13:32:42 +0000 2017
@Mylesy_B Hi! We were so excited to see Emma in Cloud Paint; but unfortunately it didn’t work out. Thanks for all your support &lt;3,Mon Feb 27 01:51:39 +0000 2017
@jenniferortiz Sign up to be notified the minute it's here—&gt; https://t.co/qXgSscJMjg :),Mon Feb 27 01:18:02 +0000 2017
https://t.co/qXgSscJMjg :) https://t.co/z44cFQ3eHh,Mon Feb 27 01:08:13 +0000 2017
@missyjkennedy https://t.co/qXgSscJMjg :),Mon Feb 27 01:05:15 +0000 2017
https://t.co/tuMPKbwQtw https://t.co/fjWpIx9wVL,Mon Feb 27 00:28:02 +0000 2017
RT @oliviadello: .@chrissyteigen wears @glossier Cloud Paint at #Oscars #gorgeous https://t.co/on7jroI8CI,Mon Feb 27 00:27:33 +0000 2017
https://t.co/9Dlq6Q8NQ5 https://t.co/n1OIn0SqGS,Sun Feb 26 22:37:42 +0000 2017
@pyaestries Hey! DM us your order number and we'd be happy to help.,Sun Feb 26 20:33:12 +0000 2017
@famebouqet @8athedingrey Not yet! :),Sun Feb 26 20:32:29 +0000 2017
@FlawedVivi Not yet :),Sun Feb 26 20:32:04 +0000 2017
@woolandsatin Mica is in Gen G and Haloscope; and we only partner with those who use ethical labor practices.,Sun Feb 26 17:23:51 +0000 2017
Haloscope: this is where you put it ☝️  Glide the highlighter onto your face and blend. Phoebe is wearing Quartz 💿… https://t.co/vm4r7yU1pv,Sun Feb 26 16:00:59 +0000 2017
@happy_nugget Oh no! DM us your order # and we'll look into it.,Sat Feb 25 21:49:03 +0000 2017
@sometimescomply Good idea–we'll look into it!,Sat Feb 25 21:48:42 +0000 2017
@danilapellicani Just now DM'd you back :),Sat Feb 25 21:47:38 +0000 2017
@Alano0ud Yes; Priming Moisturizer is oil free :),Sat Feb 25 17:13:44 +0000 2017
@UPDOG420 Oh no! DM us and we'll take care of it.,Sat Feb 25 17:12:41 +0000 2017
@jessska DM us and we can provide you with more information!,Sat Feb 25 17:12:11 +0000 2017
@analxspears Unfortunately; not. Stay tuned; though!,Sat Feb 25 17:11:18 +0000 2017
Last call: Click the link for a chance to win a $200 @glossier gift card! https://t.co/JezUScjrjB https://t.co/N2AQXadJi2,Sat Feb 25 16:15:14 +0000 2017
@bIackcommoner Yes 💦,Fri Feb 24 23:22:08 +0000 2017
@Priscilla143 We accept return/exchange requests 30 days after receiving the order 👍,Fri Feb 24 23:21:07 +0000 2017
@yukamuraico @IntoTheGloss Stay tuned 👀,Fri Feb 24 23:19:53 +0000 2017
!!! https://t.co/vtHempL6p3,Fri Feb 24 23:13:46 +0000 2017
RT @_IsaReynoso: Count on @glossier to make days extra brighter 💖 shoutout to Glossier for having THE BEST customer service 💯 Love youuu al…,Fri Feb 24 15:37:03 +0000 2017
RT @TeenVogue: Celebrating the amazingness that is @Glossier's Boy Brow https://t.co/SrRgCBfzT0,Fri Feb 24 15:34:27 +0000 2017
@styleplayground never ;),Fri Feb 24 15:31:52 +0000 2017
@msgaaabz Yes!,Fri Feb 24 15:31:33 +0000 2017
@XOellyy Hey Elly–DM us and we'll check to see if it's still possible!,Fri Feb 24 15:24:03 +0000 2017
🌈 https://t.co/Hsar2DIbKu,Thu Feb 23 23:00:51 +0000 2017
RT @missclassicfilm: I had the loveliest time at the @glossier showroom. Everyone seemed like a fairy and I was just waiting for the unicor…,Thu Feb 23 22:50:49 +0000 2017
@julesdemario Hey–so sorry you received the wrong order. DM us your order # and we'll send a replacement first thing tomorrow.,Thu Feb 23 22:49:23 +0000 2017
It's 5:28 pm. Have you brushed your brows today?,Thu Feb 23 22:28:47 +0000 2017
@AlessandraTrask SPF is in the works–stay tuned!,Thu Feb 23 20:22:13 +0000 2017
RT @briasoboojie: Super excited for my @glossier haloscope order to come in. THANK YOU for adding Moonstone back permanently; it's my fave.,Thu Feb 23 20:21:24 +0000 2017
@mercelleduane hey! subscribe to our email list for updates 💗,Thu Feb 23 20:19:51 +0000 2017
@chrispfine Not at all–the serums are formulated to work together. I would start by using Glow in the morning and Pure at night.,Thu Feb 23 16:11:15 +0000 2017
@chrispfine go for Super Pure,Thu Feb 23 16:08:02 +0000 2017
@oaholland Hey Olivia! DM us and we'll take care of you.,Thu Feb 23 16:07:11 +0000 2017
@TheCharlesGross 💚,Thu Feb 23 16:03:56 +0000 2017
@sincerelyeliana Happy Birthday Eliana 💗,Thu Feb 23 16:01:27 +0000 2017
@yvessaintangel It's possible ;),Thu Feb 23 15:59:24 +0000 2017
RT @Rebeccakshores: @glossier Boy Brow has been great for the quick and easy makeup I've been wearing lately. I can get good color and volu…,Thu Feb 23 15:56:47 +0000 2017
@acklesjense @milkmakeup Check out our customer reviews on each product page :),Thu Feb 23 15:55:36 +0000 2017
@noanoir_ It's our dream to bring Glossier worldwide–we'll keep you posted!,Thu Feb 23 15:51:57 +0000 2017
Would you like to win $200 to @glossier? Of course you would! Who wouldn't? Click here: https://t.co/JezUScjrjB https://t.co/3uqVLLFgzt,Thu Feb 23 14:30:35 +0000 2017
Haloscope babies ✨ https://t.co/9bsy8cAx9l https://t.co/7r0ToDXYBS,Wed Feb 22 23:00:31 +0000 2017
@blushylex We ask that you please be kind and only share with friends you know; otherwise we'll need to deactivate your unique link.,Wed Feb 22 22:29:02 +0000 2017
@gabijayy Hey Gabi–it was a limited edition item from our Black Tie Set.,Wed Feb 22 22:26:41 +0000 2017
@simplyrouge Nope–but today we're offering free shipping on all orders 💗,Wed Feb 22 21:58:27 +0000 2017
You look great today 👋,Wed Feb 22 21:30:04 +0000 2017
@sojogoes Not at the moment–we'll keep you posted!,Wed Feb 22 19:55:10 +0000 2017
@snugglycaI Not yet–we'll keep you posted on international shipping :),Wed Feb 22 18:35:52 +0000 2017
@snugglycaI Free shipping on all orders– all day!,Wed Feb 22 17:28:14 +0000 2017
@suzay You can definitely recycle the serum bottles (just not the dropper)!,Wed Feb 22 17:06:03 +0000 2017
@Sabletoothtigre Please DM us the email–we want to protect your privacy ✨,Wed Feb 22 17:04:28 +0000 2017
@Sabletoothtigre No problem! Send us your email address and we'll credit you.,Wed Feb 22 17:01:40 +0000 2017
@ItsOhCay Maybe a little of both 😉,Wed Feb 22 17:01:00 +0000 2017
@JosieAyre @EmilyWWeiss It's our dream to bring Glossier to everyone worldwide–we'll keep you posted!,Wed Feb 22 16:58:21 +0000 2017
@rubykdownie @EmilyWWeiss Hey Ruby! Thanks for your loyalty and support. We're working on international shipping and we'll keep you posted.,Wed Feb 22 16:57:30 +0000 2017
@MurshikaE Hey Murshika! We ask that you please be kind and only share with friends you know.,Wed Feb 22 16:55:27 +0000 2017
RT @theprimerachel: just assembled the troops 😍 haloscope in moonstone🌙 💠 will be the next recruit! @glossier #skincarearmy https://t.co/Ip…,Wed Feb 22 16:53:36 +0000 2017
@ylovesnh Sorry that happened! DM us your order number and we'll send a replacement.,Wed Feb 22 16:52:59 +0000 2017
@dunkirkdior @megcdz Hey there! We ask that you please be kind and only share with friends you know.,Wed Feb 22 16:52:37 +0000 2017
@megcdz Hey Meg–DM us if you need help checking out!,Wed Feb 22 16:50:57 +0000 2017
@jessaminnne of course–we can't wait to see you.,Wed Feb 22 16:00:06 +0000 2017
@Sabletoothtigre Hey Sable! Please DM us your order number and we'll send you a replacement.,Wed Feb 22 15:56:49 +0000 2017
@versacejules Hey Jules! Ask your friend to apply to rep.program@glossier.com :),Wed Feb 22 15:55:45 +0000 2017
@mychelle3 Hey there! Sorry you didn't receive a note. Can you please DM us?,Wed Feb 22 15:53:17 +0000 2017
@KatyTurNBC We love the stickers on your laptop 😉,Wed Feb 22 15:48:46 +0000 2017
This could be you. 24 hours only; free shipping sitewide. 📲 https://t.co/nq9sd32ErD 📬 https://t.co/QEbAcMH3Kk,Wed Feb 22 14:44:18 +0000 2017
@ylovesnh Sorry to see that happened! Can you DM us your order number so we can send a fresh replacement?,Wed Feb 22 14:40:22 +0000 2017
@ohrosie_ Hey Rosie! DM us your order number and we'll track it down for you.,Wed Feb 22 14:39:42 +0000 2017
@ffs_marina We're working on it–stay tuned. Thanks for all your patience :),Tue Feb 21 21:21:14 +0000 2017
@yesvictoria Can you please DM us your email address? We'll look into this for you.,Tue Feb 21 21:16:02 +0000 2017
Would you like to win $200 to Glossier? Enter here: https://t.co/SiLBBDvV6a https://t.co/y890kflyLA,Tue Feb 21 20:30:19 +0000 2017
@megcdz SPF is in the works–stay tuned ;),Tue Feb 21 19:38:53 +0000 2017
@L_C_Mills Not yet–we're working on international shipping and we'll keep you posted!,Tue Feb 21 18:08:43 +0000 2017
@pickle_grace Hey Grace–subscribe to our email list to stay updated!,Tue Feb 21 15:51:54 +0000 2017
Morning; beautiful. https://t.co/v2WAW7kbI7,Tue Feb 21 14:35:14 +0000 2017
@christiebeast Hey! DM us your email address and we'll make sure you're taken care of this morning.,Tue Feb 21 14:26:19 +0000 2017
@lacedetail_ 💗💗💗,Mon Feb 20 23:25:09 +0000 2017
@RobynMatza @EmilyWWeiss Hey! Sorry to hear that—DM us your order number and we'll take care of you.,Mon Feb 20 19:30:01 +0000 2017
@gothnoonoo Sorry that happened! DM us your order number and we'll send a replacement ASAP.,Mon Feb 20 18:20:37 +0000 2017
@mphruksachart Digital gift cards can be used online only ✨,Mon Feb 20 16:06:00 +0000 2017
@jackie_kitten Use Bounce with Pure and Glow; but Pure and Glow together might be too strong for sensitive skin.,Mon Feb 20 15:02:02 +0000 2017
@gtfoaIex Email rep.program@glossier.com ✨,Mon Feb 20 14:57:18 +0000 2017
@JennStation Our showroom is open to everyone. Shop our line-up IRL—check out https://t.co/mznLCRaO8l for more info 👋,Mon Feb 20 14:55:22 +0000 2017
RT @starrrsmithh: Best skincare products. Even after playing in the snow these products held moisture so well. ❄️ @glossier https://t.co/gp…,Mon Feb 20 14:52:15 +0000 2017
RT @katieclementi: Only @glossier stretch concealer and boy brow today 💕☀️ https://t.co/JvcbkgXF3z,Mon Feb 20 14:48:21 +0000 2017
⚡️ The Supers ⚡️ three concentrated serums packed with essential nutrients to refill your skin’s deficiencies.… https://t.co/Hk46nq4yIt,Sun Feb 19 23:45:12 +0000 2017
@amandacritelli So sorry to hear that - DM us with your order number so we can follow up ASAP!,Sun Feb 19 17:53:18 +0000 2017
@mphruksachart We are open on Presidents' Day from 12-8pm! Hope you stop by.,Sun Feb 19 17:51:41 +0000 2017
@36mel78 Our showroom is open on Monday; from 12-8pm. Hope to see you there :),Sun Feb 19 15:51:41 +0000 2017
@lavanebarba @wardahimr So sorry that happened! DM us with your order numbers and we'll take care of everything. :),Sun Feb 19 15:49:04 +0000 2017
@adajuri Please DM us your Glossier account info; and we'll take it from there. :),Sun Feb 19 15:46:52 +0000 2017
🕊  https://t.co/wGYwgAhMr7 https://t.co/YwdHgj7DHW,Sat Feb 18 23:15:10 +0000 2017
@MillerAlicia Haloscope in Moonstone was limited edition. We'll keep you updated if anything changes!,Sat Feb 18 21:50:32 +0000 2017
